Geneid	Chr	Start	End	Strand	Length	hgnc_symbol	percentage_gc_content	transcript_start	transcript_end	transcript_biotype	strand	geneName	Chrom	geneStart	geneEnd
ENSG00000250623	chr4;chr4	2141400;2142554	2141748;2142785	+;+	581		46.18	2141400	2142785	antisense	1	ENSG00000250623	chr4	2141400	2142785
ENSG00000214367	chr4;chr4;chr4;chr4;chr4	2229191;2237955;2240331;2241765;2243247	2233887;2238183;2240770;2242820;2243891	-;-;-;-;-	7067	HAUS3	37.25	2229191	2243848	protein_coding	-1	HAUS3	chr4	2243891	2229191
ENSG00000249047	chr4	2235978	2236226	+	249	COX6B1P5	47.79	2235978	2236226	processed_pseudogene	1	COX6B1P5	chr4	2235978	2236226
ENSG00000123933	chr4;chr4;chr4;chr4;chr4;chr4;chr4	2249159;2252811;2254135;2259709;2260612;2263452;2263644	2252428;2252973;2257078;2259738;2260784;2263551;2264021	-;-;-;-;-;-;-	7058	MXD4	62.91	2249159	2264021	protein_coding	-1	MXD4	chr4	2264021	2249159
ENSG00000265080	chr4	2251804	2251883	-	80	MIR4800	58.75	2251804	2251883	miRNA	-1	MIR4800	chr4	2251883	2251804
ENSG00000159733	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2271309;2272645;2273402;2274900;2275789;2287070;2288150;2306016;2321897;2330261;2331889;2337432;2339134;2341180;2343043;2344308;2345036;2355660;2366213;2408270;2420012	2272583;2273141;2273506;2275016;2275943;2287848;2289442;2307263;2321998;2330869;2332775;2337521;2339223;2341382;2343342;2344930;2345251;2355800;2366604;2408392;2420390	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9624	ZFYVE28	52.52	2271309	2289442	protein_coding	-1	ZFYVE28	chr4	2420390	2271309
ENSG00000251148	chr4;chr4;chr4	2297311;2308618;2320724	2297572;2308825;2320816	+;+;+	563		50.36	2297311	2320816	antisense	1	ENSG00000251148	chr4	2297311	2320816
ENSG00000239247	chr4	2317926	2318233	-	308	RN7SL589P	52.27	2317926	2318233	misc_RNA	-1	RN7SL589P	chr4	2318233	2317926
ENSG00000249077	chr4	2326194	2326809	+	616		40.75	2326194	2326809	processed_pseudogene	1	ENSG00000249077	chr4	2326194	2326809
ENSG00000206113	chr4;chr4;chr4	2420701;2428186;2428431	2420820;2428313;2430972	+;+;+	2790		55.25	2420701	2430972	lincRNA	1	ENSG00000206113	chr4	2420701	2452087
ENSG00000249391	chr4;chr4;chr4;chr4;chr4;chr4;chr4	2428248;2438601;2439797;2444857;2446858;2451394;2451661	2428313;2438745;2439891;2444969;2447035;2451477;2452087	+;+;+;+;+;+;+	1108	NA	NA	NA	NA	NA	NA	ENSG00000249391	chr4	NA	NA
ENSG00000249428	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2451700;2452674;2452991;2453869;2460450;2460834;2461764;2464170	2451732;2452745;2453079;2454073;2460591;2460985;2461969;2464668	+;+;+;+;+;+;+;+	1398		55.01	2451700	2464668	protein_coding	1	ENSG00000249428	chr4	2451700	2464668
ENSG00000063978	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2463947;2470456;2470664;2471180;2472714;2481580;2491538;2492064;2496291;2498734;2501064;2502386;2513683;2514114;2514165;2514810;2515397;2597811;2626989	2464332;2470654;2470985;2471769;2472836;2482937;2491632;2492525;2496479;2499027;2501146;2502475;2514061;2514117;2514324;2514858;2517584;2598056;2627047	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7276	RNF4	47.38	2463947	2498739	protein_coding	1	RNF4	chr4	2463947	2627047
ENSG00000248399	chr4;chr4	2465524;2465700	2465591;2465851	+;+	220		51.22	2465524	2465851	sense_intronic	1	ENSG00000248399	chr4	2465524	2465851
ENSG00000251229	chr4;chr4	2506808;2507358	2507058;2508006	-;-	900		46.71	2506808	2508006	processed_pseudogene	-1	ENSG00000251229	chr4	2508006	2506808
ENSG00000248155	chr4	2609597	2609873	-	277		45.13	2609597	2609873	unprocessed_pseudogene	-1	ENSG00000248155	chr4	2609873	2609597
ENSG00000206738	chr4	2616851	2616951	-	101		41.58	2616851	2616951	misc_RNA	-1	ENSG00000206738	chr4	2616951	2616851
ENSG00000125386	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2626988;2627159;2628137;2632662;2641462;2648412;2656148;2659530;2661285;2661539;2664565;2673848;2691233;2692425;2695313;2696673;2698001;2701407;2709873;2717049;2717750;2721707;2733502	2627122;2627271;2628304;2632896;2641586;2648559;2656856;2659607;2661397;2661781;2665015;2674099;2691431;2692697;2695601;2696869;2698320;2702271;2709995;2717220;2717831;2721799;2734292	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6174	FAM193A	45.43	2626988	2632861	protein_coding	1	FAM193A	chr4	2626988	2734292
ENSG00000168884	chr4;chr4;chr4;chr4;chr4;chr4	2743375;2746114;2747063;2747756;2749177;2757676	2744247;2746672;2747262;2747885;2749672;2758103	-;-;-;-;-;-	2686	TNIP2	54.04	2743375	2758058	protein_coding	-1	TNIP2	chr4	2758103	2743375
ENSG00000087266	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2794750;2795451;2795886;2798101;2800291;2800725;2811506;2813525;2813657;2813946;2816538;2819546;2820443;2822341;2824662;2825122;2826340;2828052;2829333;2831220;2833298;2833650;2834717	2794865;2795484;2795989;2798373;2800326;2801032;2811556;2813626;2813851;2814204;2816644;2820117;2820797;2822480;2824764;2825300;2826947;2829045;2829401;2831874;2833406;2834139;2842825	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13968	SH3BP2	59.23	2794750	2836020	protein_coding	1	SH3BP2	chr4	2794750	2842825
ENSG00000087274	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2845584;2845877;2854861;2855351;2856581;2869602;2877623;2883327;2886242;2889231;2895740;2896309;2899911;2906391;2908931;2910242;2916432;2927741;2928012;2929898	2845751;2846561;2854930;2855425;2856756;2869856;2878132;2883787;2886393;2889447;2895820;2896460;2904641;2907448;2909571;2911158;2916767;2927864;2928402;2931803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13106	ADD1	44.84	2845584	2902040	retained_intron	1	ADD1	chr4	2845584	2931803
ENSG00000109736	chr4;chr4;chr4;chr4;chr4;chr4;chr4	2932288;2933102;2934078;2934327;2935294;2935480;2936496	2933001;2933880;2934239;2934936;2935390;2936185;2936586	-;-;-;-;-;-;-	3159	MFSD10	67.55	2932288	2935674	protein_coding	-1	MFSD10	chr4	2936586	2932288
ENSG00000249673	chr4;chr4;chr4;chr4;chr4;chr4	2936626;2940420;2942029;2948600;2951880;2963081	2939869;2940519;2943596;2949400;2952794;2963465	+;+;+;+;+;+	7013	NOP14-AS1	50.56	2936626	2949400	antisense	1	NOP14-AS1	chr4	2936626	2963465
ENSG00000087269	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2939660;2940915;2941254;2943309;2943919;2945800;2946855;2948139;2949253;2950005;2951661;2952841;2954002;2955238;2956151;2958397;2959333;2964852	2940657;2941070;2941372;2943456;2944078;2945953;2946956;2948274;2949338;2950135;2951940;2952972;2954124;2955372;2956290;2958538;2959467;2965112	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3538	NOP14	49.99	2939660	2943443	processed_transcript	-1	NOP14	chr4	2965112	2939660
ENSG00000125388	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	2965335;2966970;2970896;2972675;2986240;2990454;2993942;3005958;3009463;3011375;3015415;3021368;3024139;3029638;3030928;3037113;3039101;3040103;3040351;3042299	2965849;2968577;2971044;2972919;2986335;2990566;2994019;3006061;3009555;3011438;3015555;3021558;3024178;3029728;3031136;3037250;3039238;3040305;3040605;3042474	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4647	GRK4	46.38	2965335	3042454	protein_coding	1	GRK4	chr4	2965335	3042474
ENSG00000199335	chr4	3045828	3045934	+	107	RNU6-204P	43.93	3045828	3045934	snRNA	1	RNU6-204P	chr4	3045828	3045934
ENSG00000251075	chr4;chr4;chr4	3065198;3071705;3076153	3065427;3071900;3076241	-;-;-	515	HTT-AS1	49.62	3065198	3076241	antisense	-1	HTT-AS1	chr4	3076241	3065198
ENSG00000197386	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3076408;3088666;3101001;3105551;3107084;3109012;3117031;3117812;3122955;3124616;3127276;3128991;3130066;3133013;3133365;3134289;3134541;3136128;3137631;3137953;3142237;3144493;3146879;3148524;3149732;3156020;3158799;3162009;3174047;3174635;3176448;3176673;3179059;3180025;3182242;3184081;3188324;3189378;3201459;3204733;3205734;3208223;3208534;3209008;3210500;3211554;3213639;3214291;3215685;3216837;3219492;3221909;3224114;3225133;3225719;3227388;3230342;3231614;3234890;3237011;3237151;3237876;3240174;3240545;3241573	3076815;3088749;3101121;3105610;3107163;3109150;3117172;3117990;3123439;3125193;3127356;3129331;3132150;3133124;3133502;3134447;3134638;3136267;3137694;3138053;3142383;3144613;3146955;3148675;3149934;3156146;3158926;3162119;3174124;3174954;3176526;3176834;3179114;3180173;3182521;3184197;3188446;3190820;3201666;3204793;3205875;3208402;3208710;3209084;3210638;3211676;3213869;3214782;3215862;3216938;3219679;3222035;3224214;3225287;3225858;3227470;3230736;3231769;3235080;3237125;3237505;3237981;3240336;3240705;3245676	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	18118	HTT	45.52	3076408	3245676	protein_coding	1	HTT	chr4	3076408	3245676
ENSG00000188981	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3246096;3246729;3248317;3249203;3254934;3257452;3263059;3265612;3269487;3271527	3246451;3247150;3248397;3251269;3255209;3258340;3264268;3265788;3269622;3273465	+;+;+;+;+;+;+;+;+;+	7553	MSANTD1	56.63	3246096	3258340	protein_coding	1	MSANTD1	chr4	3246096	3273465
ENSG00000159788	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3294755;3310762;3315874;3317795;3344142;3344664;3371606;3379897;3386873;3387331;3387408;3387698;3414713;3417705;3418640;3419097;3422115;3424103;3424632;3425242;3427173;3428333;3429816;3432134;3441182	3294826;3310816;3316676;3319778;3344305;3344916;3372048;3380318;3387151;3387378;3387543;3388164;3416571;3417848;3418819;3421237;3422445;3424297;3424705;3425592;3427287;3428481;3430438;3433977;3441640	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13591	RGS12	50.96	3294755	3419846	retained_intron	1	RGS12	chr4	3294755	3441640
ENSG00000248840	chr4	3314239	3314785	+	547		48.81	3314239	3314562	transcribed_processed_pseudogene	1	ENSG00000248840	chr4	3314239	3314785
ENSG00000248843	chr4	3325704	3326489	-	786		56.36	3325704	3326489	processed_pseudogene	-1	ENSG00000248843	chr4	3326489	3325704
ENSG00000109758	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3443614;3444459;3444777;3445068;3445766;3446038;3446350;3446546;3446992;3447627;3449219;3449622;3449855;3450964	3443845;3444639;3444873;3445147;3445888;3446169;3446460;3446720;3447623;3448021;3449358;3449762;3450003;3451211	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2836	HGFAC	67.43	3443614	3451211	protein_coding	1	HGFAC	chr4	3443614	3451211
ENSG00000175920	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3465033;3465233;3475133;3478069;3486271;3487076;3491404;3494486;3498547;3501978;3502419	3465156;3465278;3475363;3478270;3486570;3487385;3491523;3496210;3498589;3502130;3503200	+;+;+;+;+;+;+;+;+;+;+	4036	DOK7	62.88	3465038	3478270	retained_intron	1	DOK7	chr4	3465033	3503200
ENSG00000261643	chr4	3505324	3506184	-	861		52.26	3505324	3506184	sense_overlapping	-1	ENSG00000261643	chr4	3506184	3505324
ENSG00000163956	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3508103;3516479;3517609;3519388;3520598;3521799;3526634;3533710;3533936	3514763;3516655;3517925;3519919;3520718;3521956;3526873;3533876;3534286	-;-;-;-;-;-;-;-;-	8724	LRPAP1	57.65	3508103	3534286	protein_coding	-1	LRPAP1	chr4	3534286	3508103
ENSG00000268781	chr4	3511523	3511678	-	156		49.36	3511523	3511678	protein_coding	-1	ENSG00000268781	chr4	3511678	3511523
ENSG00000216560	chr4;chr4;chr4	3578596;3589602;3590661	3578850;3589914;3592712	+;+;+	2620	LINC00955	49.35	3578596	3591731	protein_coding	1	LINC00955	chr4	3578596	3592438
ENSG00000250681	chr4;chr4	3634756;3635455	3634973;3635702	+;+	466		60.93	3634756	3635702	lincRNA	1	ENSG00000250681	chr4	3634756	3635702
ENSG00000250632	chr4;chr4;chr4	3675320;3678330;3678898	3675588;3678408;3679582	-;-;-	1033		58.2	3675320	3679582	lincRNA	-1	ENSG00000250632	chr4	3679582	3675320
ENSG00000250986	chr4;chr4	3760475;3761872	3761753;3765117	-;-	4525		56.86	3760475	3765117	lincRNA	-1	ENSG00000250986	chr4	3765117	3760475
ENSG00000184160	chr4	3768075	3770251	+	2177	ADRA2C	69.68	3768075	3770218	protein_coding	1	ADRA2C	chr4	3768075	3770251
ENSG00000251166	chr4	3891083	3891976	-	894	OR7E163P	49.89	3891083	3891976	unprocessed_pseudogene	-1	OR7E163P	chr4	3891976	3891083
ENSG00000234386	chr4	3903293	3904321	-	1029	OR7E162P	48.88	3903293	3904321	unprocessed_pseudogene	-1	OR7E162P	chr4	3904321	3903293
ENSG00000249522	chr4	3912010	3912331	+	322		54.97	3912010	3912331	processed_pseudogene	1	ENSG00000249522	chr4	3912010	3912331
ENSG00000253917	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3916910;3919548;3923351;3925798;3948487;3949469;3949817;3951175;3952866;3954838;3957051	3916999;3919628;3923509;3926001;3948644;3949734;3949947;3951276;3952946;3954900;3957148	-;-;-;-;-;-;-;-;-;-;-	1433		50.21	3916910	3957146	processed_transcript	-1	ENSG00000253917	chr4	3957148	3916910
ENSG00000251271	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3937174;3938027;3938334;3939014;3940250;3941922;3943045;3944117	3937286;3938148;3938372;3939073;3940383;3942038;3943120;3944248	+;+;+;+;+;+;+;+	793	ALG1L7P	54.57	3937174	3944246	unprocessed_pseudogene	1	ALG1L7P	chr4	3937174	3944248
ENSG00000251669	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	3943487;3948353;3948871;3951175;3952866;3954838;3956687;3957051	3945099;3948666;3949947;3951319;3952946;3954903;3956770;3957146	-;-;-;-;-;-;-;-	3476	FAM86EP	52.99	3943487	3957142	processed_transcript	-1	FAM86EP	chr4	3957146	3943487
ENSG00000250476	chr4	3968761	3969387	-	627	ENPP7P9	51.67	3968761	3969387	processed_pseudogene	-1	ENPP7P9	chr4	3969387	3968761
ENSG00000264106	chr4	4038811	4038914	+	104		46.15	4038811	4038914	miRNA	1	ENSG00000264106	chr4	4038811	4038914
ENSG00000243894	chr4	4078438	4079218	-	781		39.18	4078438	4079218	processed_pseudogene	-1	ENSG00000243894	chr4	4079218	4078438
ENSG00000221301	chr4	4086061	4086208	+	148		41.22	4086061	4086208	miRNA	1	ENSG00000221301	chr4	4086061	4086208
ENSG00000250940	chr4	4088365	4088541	+	177		42.37	4088365	4088541	processed_pseudogene	1	ENSG00000250940	chr4	4088365	4088541
ENSG00000248669	chr4	4119652	4120011	-	360		61.39	4119652	4120011	processed_pseudogene	-1	ENSG00000248669	chr4	4120011	4119652
ENSG00000198787	chr4	4128386	4129296	-	911	OR4D12P	49.51	4128386	4129296	unprocessed_pseudogene	-1	OR4D12P	chr4	4129296	4128386
ENSG00000250381	chr4;chr4;chr4;chr4	4145185;4147310;4149248;4152104	4145494;4147427;4149521;4152148	-;-;-;-	747	UNC93B4	53.62	4145185	4152148	unprocessed_pseudogene	-1	UNC93B4	chr4	4152148	4145185
ENSG00000250710	chr4	4158249	4159170	-	922	OR7E99P	50.11	4158249	4159170	unprocessed_pseudogene	-1	OR7E99P	chr4	4159170	4158249
ENSG00000249844	chr4	4176046	4176965	-	920	OR7E43P	49.78	4176046	4176965	unprocessed_pseudogene	-1	OR7E43P	chr4	4176965	4176046
ENSG00000163982	chr4;chr4;chr4;chr4;chr4;chr4	4190530;4198893;4204175;4207799;4214595;4228189	4190700;4199830;4204305;4207857;4214731;4228616	-;-;-;-;-;-	1864	OTOP1	45.55	4190530	4228616	protein_coding	-1	OTOP1	chr4	4228616	4190530
ENSG00000132406	chr4;chr4;chr4;chr4;chr4;chr4	4237269;4238145;4239554;4242048;4247929;4249328	4237983;4238804;4239662;4242206;4248070;4249950	-;-;-;-;-;-	2408	TMEM128	41.7	4237269	4249939	protein_coding	-1	TMEM128	chr4	4249950	4237269
ENSG00000145220	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	4269428;4270257;4275310;4276094;4281174;4281369;4283510;4285348;4288246;4291330	4269750;4270659;4275396;4276496;4281257;4281476;4283624;4285522;4288299;4291896	-;-;-;-;-;-;-;-;-;-	2319	LYAR	44.01	4269428	4270659	retained_intron	-1	LYAR	chr4	4291896	4269428
ENSG00000168826	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	4291924;4301654;4303716;4307865;4314768;4317363;4317536;4322367	4292079;4301824;4304818;4307911;4314841;4317445;4317697;4323513	+;+;+;+;+;+;+;+	2943	ZBTB49	44	4291978	4323125	nonsense_mediated_decay	1	ZBTB49	chr4	4291924	4323513
ENSG00000248516	chr4;chr4;chr4	4323689;4331573;4335146	4324272;4331640;4335909	+;+;+	1416		49.18	4323689	4335909	lincRNA	1	ENSG00000248516	chr4	4323689	4335909
ENSG00000168824	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	4349867;4382709;4383602;4386787;4387172;4387584;4389331;4393202;4411300;4418962	4350198;4382800;4383699;4386984;4387282;4388900;4389485;4393318;4411410;4420785	+;+;+;+;+;+;+;+;+;+	4355		50.8	4349867	4420785	protein_coding	1	ENSG00000168824	chr4	4349867	4420785
ENSG00000168818	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	4417469;4420695;4425245;4426888;4436497;4440121;4458918;4461099;4463629;4473366;4543524;4543887	4417890;4422671;4425550;4428340;4436585;4440236;4459227;4461214;4463681;4473433;4543758;4544073	-;-;-;-;-;-;-;-;-;-;-;-	5332	STX18	41.43	4417469	4543737	protein_coding	-1	STX18	chr4	4544073	4417469
ENSG00000248221	chr4;chr4;chr4;chr4	4477848;4479611;4480394;4483332	4477871;4479724;4480701;4483427	-;-;-;-	542	STX18-IT1	41.2	4477848	4483427	sense_intronic	-1	STX18-IT1	chr4	4483427	4477848
ENSG00000237170	chr4;chr4	4508805;4508976	4508859;4509504	+;+	584	RPS7P15	47	4508805	4509504	processed_pseudogene	1	RPS7P15	chr4	4508805	4509504
ENSG00000247708	chr4;chr4;chr4;chr4;chr4	4543858;4546465;4562121;4592801;4639265	4544352;4546787;4562286;4592902;4639631	+;+;+;+;+	1453	STX18-AS1	45.14	4543858	4546634	antisense	1	STX18-AS1	chr4	4543858	4712665
ENSG00000163132	chr4;chr4;chr4	4861393;4864155;4864428	4862095;4864335;4865663	+;+;+	2120	MSX1	56.97	4861393	4865663	protein_coding	1	MSX1	chr4	4861393	4865663
ENSG00000251587	chr4	4895909	4896900	-	992	LDHAP1	43.65	4895909	4896900	processed_pseudogene	-1	LDHAP1	chr4	4896900	4895909
ENSG00000200761	chr4	4922497	4922791	-	295	RN7SKP113	53.22	4922497	4922791	misc_RNA	-1	RN7SKP113	chr4	4922791	4922497
ENSG00000170891	chr4;chr4;chr4;chr4	5016313;5018563;5018862;5021020	5016961;5018691;5018906;5021199	-;-;-;-	1003	CYTL1	43.07	5016313	5021199	protein_coding	-1	CYTL1	chr4	5021199	5016313
ENSG00000152953	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	5053169;5141287;5141632;5141924;5170026;5205806;5215969;5332947;5347055;5399934;5418572;5434013;5437431;5439644;5448400;5458534;5461830;5468430;5469733;5500672	5053642;5141544;5141687;5142033;5170177;5205963;5216024;5333120;5347182;5399971;5418661;5434097;5437660;5439806;5449057;5458650;5461955;5468561;5469797;5502725	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5324	STK32B	42.68	5053169	5502725	protein_coding	1	STK32B	chr4	5053169	5502725
ENSG00000252266	chr4	5428612	5428711	-	100		35	5428612	5428711	misc_RNA	-1	ENSG00000252266	chr4	5428711	5428612
ENSG00000201496	chr4	5460308	5460608	-	301	RN7SKP275	50.17	5460308	5460608	misc_RNA	-1	RN7SKP275	chr4	5460608	5460308
ENSG00000082929	chr4;chr4;chr4;chr4;chr4	5526296;5526883;5527922;5528879;5529115	5526455;5527223;5528060;5528988;5529528	+;+;+;+;+	1164	C4orf6	45.25	5526296	5529322	processed_transcript	1	C4orf6	chr4	5526296	5529528
ENSG00000173040	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	5544499;5544773;5564166;5566985;5570171;5576412;5577967;5586350;5617149;5620205;5624264;5627476;5630286;5633520;5642241;5664834;5667242;5682987;5687097;5690884;5692992;5696062;5699320;5709774;5710013;5710556	5544636;5544939;5564842;5567086;5570367;5576499;5578181;5586577;5617271;5620409;5624718;5627635;5630461;5633759;5642565;5664973;5667376;5683040;5687206;5691070;5693060;5696228;5699374;5709867;5710294;5711275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5509	EVC2	45.06	5544499	5711275	nonsense_mediated_decay	-1	EVC2	chr4	5711275	5544499
ENSG00000072840	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	5712924;5720975;5731034;5733152;5735078;5743443;5746931;5749875;5754402;5755512;5757991;5759808;5785279;5795241;5798749;5800313;5803477;5803677;5806457;5809928;5811245;5812066;5812680;5819938;5825344;5830246	5713281;5721100;5731117;5733384;5735162;5743541;5747068;5750033;5754779;5755660;5758089;5760038;5785491;5795444;5799132;5800519;5803534;5803821;5806568;5810054;5811338;5812177;5816032;5819981;5825547;5830772	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7923	EVC	47.77	5712924	5816032	protein_coding	1	EVC	chr4	5712924	5830772
ENSG00000072832	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	5749811;5822491;5827221;5830216;5837642;5838492;5841249;5843035;5844820;5851119;5853135;5857870;5862753;5868395;5889116;5889955;5891352;5894316	5750039;5823578;5828588;5830395;5837812;5838633;5841405;5843155;5844888;5851199;5853196;5858034;5862937;5868483;5889540;5890208;5891918;5894785	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5823	CRMP1	48.98	5749811	5890198	processed_transcript	-1	CRMP1	chr4	5894785	5749811
ENSG00000263631	chr4	5925002	5925055	-	54	MIR378D1	40.74	5925002	5925055	miRNA	-1	MIR378D1	chr4	5925055	5925002
ENSG00000181215	chr4;chr4;chr4;chr4;chr4;chr4;chr4	5958845;5966751;5969141;5975386;5977626;5981901;5990074	5961353;5966872;5969189;5975568;5977682;5982065;5991545	-;-;-;-;-;-;-	4557	C4orf50	47.65	5958845	5991545	protein_coding	-1	C4orf50	chr4	5991545	5958845
ENSG00000152969	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	6027926;6031443;6037631;6042366;6043886;6050584;6051546;6052305;6055484;6056475;6058424;6062151;6064039;6066607;6080666;6081899;6083336;6086573;6087147;6107200;6114449;6152052;6196218;6201980	6028005;6031508;6037834;6042443;6043954;6050649;6051599;6052406;6055875;6056530;6058486;6062234;6064167;6066735;6080725;6082039;6083482;6086692;6087356;6107694;6114724;6152235;6196346;6202318	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3673	JAKMIP1	49.33	6027926	6202282	protein_coding	-1	JAKMIP1	chr4	6202318	6027926
ENSG00000249896	chr4;chr4;chr4;chr4;chr4	6202460;6228653;6229744;6234587;6238983	6202666;6228730;6229866;6235663;6240044	+;+;+;+;+	2547		47.03	6202460	6240044	lincRNA	1	ENSG00000249896	chr4	6202460	6240044
ENSG00000251408	chr4;chr4	6204055;6204522	6204320;6208376	+;+	4121		47.62	6204055	6208376	lincRNA	1	ENSG00000251408	chr4	6204055	6208376
ENSG00000109501	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	6271576;6279178;6288820;6290214;6292924;6293644;6296498;6302384	6271741;6279414;6289004;6290858;6293094;6293724;6296916;6304992	+;+;+;+;+;+;+;+	4513	WFS1	57.04	6271576	6304610	protein_coding	1	WFS1	chr4	6271576	6304992
ENSG00000074211	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	6322305;6330989;6335289;6349573;6374250;6377546;6380134;6381760;6382724;6415630;6422673;6473291;6473887;6525170;6536998;6557261;6565287	6325320;6331080;6335458;6349737;6374427;6377658;6380299;6382117;6386553;6415758;6422845;6473413;6474173;6525274;6537104;6557405;6565327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9198	PPP2R2C	51.48	6322305	6383597	protein_coding	-1	PPP2R2C	chr4	6565327	6322305
